Price,Locality,Condition,Text,Transmission,Fuel
1900.0,Qormi,Used - Good,GOLF 2004 💥 UK Import - license to be renewed ,Manual,Unknown
3900.0,Qormi,Used - Good,"VW Golf Mk5 2.0 GT TDI - Deposit + Monthly accepted 💥💥 Golf Mk5 , GT TDI 2.0 , Year 2006 , Diesel , Manual , Power steering , Central lock , Electric windows , Electric mirrors , Aircondition , Golf mk7 Alloy wheels , License paid Till January 2024 , New battery , Needs nothing , Start & Go 🌟🌟  Deposit + Monthly accepted 💥 Part exchange considered 💥 99725277 ☎️ See less",Manual,Electric
1600.0,Marsaskala,Used - Fair,"2005 Hyundai getz The car is still used on a daily basis. Considering its age and the milage, the car is in good condition, it was always taken care of.  1.1 petrol A/c. New battery. VRT till end of July. New timing belt. Easy start, smooth gear change. Economic, low license fee. For more pictures or viewing do not hesitate to send a message. See less",Manual,Petrol
4000.0,Swieqi,Used - Good,"2006 MINI cooper convertible Mini Cooper convertible 1.6 petrol. Good condition, and never had mechanical problems.  ",Manual,Petrol
3800.0,Żejtun,Used - Good,2007 Toyota Vitz automatic . Owner leaving Island . Good condition licence paid till April 2024 . Call on 99368815 Will be available in July only after deposit is given See less,Automatic,Unknown
1000.0,Għaxaq,Used - like new,"Suzuki Swift **€1,000 Deposit** Suzuki Swift, year 2012, 1.3 petrol automatic, white pearl colour. Full extras. Japan import. Must be seen. Please call on 77035580 See less",Automatic,Petrol
2500.0,Marsaskala,Used - Good,Honda Civic 2004 Good condition  One year license payed ,Manual,Unknown
2800.0,Għargħur,Used - Good,"Skoda fabia 2007 2007 model 131000 miles in good condition All tyres are new and Brak pad is new parking sensor, ",Manual,Unknown
3600.0,Msida,Used - like new,"2009 Toyota agygo 10cc petrol manual mab 79351652 2009 Toyota aygo €3,600 Price negotiable Perfect Condition 105k miles 1.0l petrol Manual New atyres Just serviced  2009 Max license 300e  Għal aktar informazzjoni   Mob📞 77460134  or 79351652📞 See less",Manual,Petrol
3000.0,Birkirkara,Used - Good,"Toyota Vitz Toyota vitz 2000 Engine 13cc Manual  A/C 2 door  License 117€ 126,000 miles  Good condition ",Manual,Unknown
4200.0,Fgura,Used - Good,Toyota Aygo Good condition  manual must be seen ,Manual,Unknown
5000.0,Valletta,Used - Good,Suzuki Samurai 1993 License €117 ,Manual,Unknown
4800.0,Birkirkara,Used - Fair,Nissan Qashqai LICENSE PAID TILL FEBRUARY 2️⃣4️⃣ NEW CLUTCH  NEW BATTREY ,Manual,Unknown
4000.0,Siġġiewi,Used - Fair,2006 Toyota yaris 1.3 petrol manual transmission Perfect everyday car. Extremely reliable.  ,Manual,Petrol
5000.0,Għargħur,Used - like new,Fiat 500 Fiat 500  Lounge Edition- Panoramic Roof  2009  1.2L Petrol  Manual  License paid till February 2023   See less,Manual,Petrol
2000.0,Żejtun,Used - Fair,Toyota tercel Tercel ta 1997 Ac  Double Airbag Licenzja sa setembru Cemplu 99678983 ,Manual,Unknown
3800.0,Naxxar,Used - Fair,Vitz lpg 2005 Toyota vitz 2005 1 owner  1.0 automatic  Converted to lpg   Very economical 18euro makes 340km  Serviced regularly  Price negotiable Call 79311289  260km See less,Automatic,Unknown
5300.0,Ħamrun,Used - like new,Nissan March 2011 Japan Import Cheap Licence Automatic 145km 1 previous owner 1.3 engine  Part exchange accepted  99747667 ,Automatic,Unknown
3500.0,San Ġwann,Used - Good,"Mercedes2004 220cdi Black Y plate Mercedes 2004 Automatic in good condition 360,000 km ",Automatic,Unknown
3500.0,Birgu,Used - Fair,"Renault scenic 2011, 7 seater Renault scenic 2011, 7 seater. Diesel ",Manual,Diesel
4000.0,Żejtun,Used - like new,Toyota Toyota yaris Manual  Electric windows&mirrors Very good Engine 13cc ✅ 1owner  Leather seats  New tires  6months license left   Price slightly negotiable  Pm me if interested See less,Manual,Electric
6000.0,Żebbuġ,Used - Good,Toyota Toyota vitz  Sena 2011/2012 10cc petrol Automatic Licenzja 339 Full extras 160023km Japan import  Very good condition  Call 79933925 BARGIAN!! See less,Automatic,Petrol
1000.0,Qormi,Used - Fair,"Japan Imports - New Arrivals @CarHub Call on ☎️ 99284690/99291555  Models available in stock:  ✅ Volkswagen Polo ✅ Mazda Demio  ✅ Nissan March ✅ Smart Forfour ✅ Toyota Vitz  Different colors available …. 📍Visit our showroom CarHub, Triq San Edwardu, Qormi. See less",Manual,Unknown
3800.0,Valletta,Used - Good,"Toyota vitz Engine: 10cc  Mileage: 110,000 km   Transmission: Automatic ",Automatic,Unknown
1000.0,Gudja,Used - Fair,2007 Qed infittex Toyota Aygo jew Peugeot 107 jew c1 Kundizzjoni li tkun Kulur li tkun ,Manual,Unknown
5000.0,Marsaskala,Used - Fair,2008 BMW series 3 BMW 320i in immaculate condition.79950701.calls only. ,Manual,Unknown
6600.0,Swieqi,Used - Good,"🔥🔥 SWİFT AUTOMATİC ONLY 69K 2011 model Suzuki Swift.  ✅Automatic  gearbox ✅ Petrol ✅ 69900km ✅ Touch screen multimedia ✅ Parking back camera  ✅ Front road record camera ✅ Start Stop ✅ Keyless entry  Just change: oil, oil filter, air filter, ac gas…  The car doesn’t have any issues about mechanic and engine. See less",Automatic,Unknown
5800.0,San Ġiljan,Used - Good,Peugeot 207 CC 16 Hdi ￼ Diesel Peugeot 207 convertible 16 HDi a diesel engine ￼ hard top ￼ very cheap to run. Just serviced new battery new tires 2009.￼ For more information please call on 99494326. See less,Manual,Diesel
4200.0,San Ġwann,Used - Fair,Year 2003 ta malta 1 owner 2000cc diesel licence august 2023 paid 7749 0591 9949 0591 Part exchange small car ( mazda demio  )(  toyota vitz ) ? ,Manual,Diesel
7450.0,Qormi,Used - Good,Bmw x5 ta malta Bmw x5 facelift Full extras Panoramic sunroof 9inch android display Reverse camera Local Old licence scheme €500 Licence paid until october 2005 Automatic Tyres nearly new  30 diesel very good consuption 131k miles  px with small car or rolex considered See less,Automatic,Diesel
4250.0,Żebbuġ,Used - Good,"2010 Toyota passo 2009/10 Toyota passo  Automatic in very good condition with only 129500km New cv joints , steering rack, brake calipers, disk brakes and brakes,4 new tyre and fully serviced.  Most items listed done within this March 2023. Car drives very well with no issues at all. Next VRT AUG 2024.  Full extras. 4250 euro.  99546422 See less",Automatic,Unknown
5500.0,Swieqi,Used - Good,"Ford Ka Zetec 2013 Malta vehicle - 1 owner  Mileage only 29,208km Contact 99746622 for more info.  ",Manual,Unknown
2300.0,Qormi,Used - Fair,Toyota vitz,Manual,Unknown
3500.0,Santa Venera,Used - Fair,2007 Ford fiesta Ford fiesta petrol year 2007 bought new localy so low yearly 110 euro licence have air cfondition power steering electric windows central lock Call 99490702 See less,Manual,Electric
6500.0,Naxxar,Used - Good,Citroen Dispatch Power steering  Very good condition Call on 79411288 ,Manual,Unknown
4500.0,Żejtun,Used - Good,Toyota vitz automatik Automatik    12.85 hp very good condition outside and inside ,Automatic,Unknown
2899.0,Żabbar,Used - Good,"opel corsa 2008 ✅ Opel ✅ Corsa ✅ Van ✅ 2008 ✅ Manual ✅ 13 ✅ Diesel ✅ 72,000mls ✅ 4 Doors ✅ Full Extras ✅ Local ✅ €300 Max License  ✅ Price 💥 €2899💥  See less",Manual,Diesel
1100.0,Msida,Used - Fair,"TATA Indica 1.4 diesel Tata Indica DLX Ta Malta 1.4 Diesel Manual Runs and drives No Rust 19,381 Km from new Clutch in excellent condition  A/C in working condition  Power steering 4 Electric windows Great first car Plates garaged All original items included See less",Manual,Diesel
4000.0,Birkirkara,Used - Fair,Citroën Low milage  2007 year  It's in very good condition asking price is 4.000€ or nearest  offer Mobile number 9987 9561 quick sale Call only won't answer msgs See less,Manual,Unknown
3300.0,Birgu,Used - Good,Peugeot 207 Ta Malta 2009 Model 87000km Full extras good condition overall Call 79220487 ,Manual,Unknown
11900.0,Swieqi,Used - Good,"2018 Ford b-max Taxi y plate for sale / rent.  Serious offers only please   Not in a hurry to sell.  Car is fully functional and no big damages.  Car includes all extras- electric windows, bluetooth handsfree / audio, sliding rear doors etc....  Contact on 79294686  Car is available for viewing in st pauls See less",Manual,Electric
10500.0,Rabat,Used - Good,"VW beetle 1968 VW beetle 1968 registered classic, in very good condition & always garaged. ",Manual,Unknown
7200.0,Sliema,Used - Good,"Mitsubishi Pajero MK1 Perfect on- and off- road, bulletproof and ready to travel 🏝  Year: 1990 Engine: original 2,5 turbo diesel Mileage: shortly below 200,000 km Gear: automatic Condition: excellent shape and driving condition, no roast, interior great without stains VRT: passed and valid until Feb. 2024 Licence: 8€ (classic car) AC: ✅ 4WD: ✅ See less",Automatic,Diesel
5800.0,Naxxar,Used - Fair,2012 Nissan micra Nissan micra 2012 Model 71000KM 12 Hp Petrol Automatic Transmission Japan Import Full extras ,Automatic,Petrol
6200.0,San Ġwann,Used - like new,Kia Picanto,Manual,Unknown
7400.0,Fgura,Used - Fair,"Suzuki Swift 2014 Swift ta Malta 2014. 40,000 km. Manual transmission.  77287348 ",Manual,Unknown
4000.0,Għargħur,Used - Fair,"Peugeot 307 XR3 manual ta malta 14 HDI🇲🇹 Peugeot 307 XR3 ta malta 🇲🇹  MANUAL  Good condition inside-out  14HDI 80,000km Engien: 14 turbo diesel manual  Very economical  car Year: 2003 2 Doors 🚪  2 keys 🔑  New set of tyres. Electric adjustable mirrors. 🪞 A/C.🌬 Power steering. 🔋 Pioneer sound system.🔊 Touch screen radio with📻 integrated gps system. Radio steering controls.🎮 Panoramic Sunroof.🪟 Rear parking sensors.  Very Good for a beginner as its very easy to drive. 🚗 No time waisters. See less",Manual,Diesel
3200.0,Balzan,Used - Good,"2009 Subaru justy Direct from owner.  Subaru Justy Ta Malta; same as Daihatsu Sirion and Toyota Passo.  In very good condition; bought for my daughter but wants an automatic instead.  License just paid in November 22.  Low license only 111 euro.  Very economical and easy to park.  Full extras including power steering, electric mirrors, electric windows and air condition.  Must sell as car has no use.  99498328. See less",Automatic,Electric
2500.0,Żebbuġ,Used - like new,"1997 DAIHASTU terios DAIHASTU TERIOS  WITH  LICENSIE PAID TILL MARCH 2024  WITH FULL EXTRAS  WITH MANUAL GEARBOX   WITH JAPAN IMPORT BUT   WITH OLD REGISTRATION LICCENSIE  ENGINE 13 PETROL  BIL LICENSIJA LANTIKA  ((WITH  AIR CONDITION  WORKS PERFECT  ))))   ((( for now pls call and message only on 79335178 name godwin to make appointment to see the car etc ))))) Car is in VERY  GOOD CONDITION  EVERTHING WORKS PERFECT  (((PRICE  2,500 EURO))) YEAR 1997 LICENSE ONLY 117 FIXED FOREVER   LICENSJA  WITH MANUAL GEARBOX MILEAGE 194,682 KM REGISTRADE IN MALTA IN 10-03-2006  FULL EXTRAS WITH AIR CONDITION ,WITH POWER STEERING  , ELETRIC WINDOWS , AND CENTRAL LOCK ONLY  call 79335178&77585213 MORE CARS FIND US FACEBOOK PAGE OWEN AUTO DEALER TO VIEW THE CAR PLS SEND FACEBOOK MSG OR PHONE 79335178 NAME GODWIN AND MEET See less",Manual,Petrol
8000.0,Żebbuġ,Used - like new,"2002 BMW x5 BMW  X5  TA MALTA WITH LICENSIE PAID TILL FEBUARY 2024  WITH OLD REGISTRATION LICENCES)) =BIL LICENSJA LANTIKA)) 30 DIESEL  WITH AUTOMATIC  GEARBOX  ((((CHEAP LICENSIE =WITH OLD REGISTRATION LICENCES)) ((((((LICENSIE ONLY 580 EURO FIXED FOREVER ))))))) (((( REGISTRADE IN MALTA 19-09-2002)))) ((((((LICENSIE ONLY 580 EURO FIXED FOREVER )))))))WITH  FULL EXTRAS MESSAGE ONLY IF YOU VERY INTERESTED OF BMW  X5  MESSAGI NACCETA BISS JEKK VERA INTERSATI FUQ BMW X5 .  WITH MILEAGE  (108,312 miles) (((PRICE 8,000 EURO))) BODY, INTERIOR ,IN DRIVING VERY PERFECT  EVERTHING WORKS PERFECT START AND DRIVE ((((((((((( 5 door with 5 SEATER )))))))))) ENGINE 30 DIESEL  ghall bejgh ((((((((YEAR 2002))))))) AUTOMATIC  GEARBOX (( FULL EXTRAS  LEATHER SEATS AND WITH ,AIR CONDITION ,POWER STEERING,ELECTRIC WINDOWS, CENTRALOCK))) IN VERY GOOD CONDITION FOR VIEWING PLS I SEND THE MESSAGE FACEBOOK AND I TAKE  ADDRESS ETC CONTACT 79335178,77585213 MORE CARS FIND US FACEBOOK PAGE OWEN AUTO DEALER MALTA  See less",Automatic,Electric
3399.0,Bormla,Used - Good,Fiat Grande Punto Very good condition. Service recently  Ta Malta. Cheap license €117 Only 13 petrol Very eco clean car. No scratches no damages nothing. See less,Manual,Petrol
6500.0,San Pawl il-Baħar,Used - like new,"Bmw 318d E90 Bmw 318d in mint condition , new tires set , leather seats , 10 inches androïde fitted , full services  Part exchange accepted with a small car  Call 99546170 See less",Manual,Unknown
9000.0,Siġġiewi,Used - Good,Fiat 500 ta 1970 very good condition For more information call on 99460564 ,Manual,Unknown
16000.0,Msida,Used - like new,"Audi A3 S-Line For sale : Audi A3 S-Line. 1.6L TDl diesel. 5 door hatchback. Manual. Full service history. Good reliable car. Cheap road license and very economical too. Year 2014. Priced to sell €16,000. See less",Manual,Unknown
7800.0,Msida,Used - like new,Ford B-max 2013 Mode Ta Malta Ford B-max 2013 model ta malta  ✅1.5 diesel ✅manual ✅Full extras ✅Great family car ✅Low kilometers  ✅Very good condition   For more info call on 99447826 Or visit us at Kurt Autosales  134 valley road msida See less,Manual,Diesel
18500.0,San Ġwann,Used - Good,Cars Y plate Citroen for sale very good condition call on 99496123  ,Manual,Unknown
5900.0,Bormla,Used - Good,Bmw E90 Bmw E90 318d  New Timing Chain New Clutch kit  Low Licence  Stock No Remaps  Leather Seats Eletric Windows Full Extras See less,Manual,Unknown
34800.0,Attard,Used - like new,"2017 Ford Ranger Wildtrak auto 3.2 🔝of the range💎 Ford Ranger Wildtrak Auto 3.2  🔝Of The Range💎  Mint Condition like new !! 👌  One Previous Owner, Loaded With Extras 💎  ✔️Price €34800 ✔️Hire Purchase Yes  ✔️Yom: 2017/8 ✔️Engine:3.2 Diesel ✔️Transmission:Automatic  Extras: ✔️Wildtrak Package, ✔️Auto Dual Clamate Control ✔️SatNav ✔️Drive Mods / Steering Shifter ✔️Half leather & Coded Interior ✔️Parking assists  ✔️Rear View Camera ✔️Two Tone Alloy Wheels ✔️Sport Steering Suspension ✔️Premium sound system ✔️Part Exchange ✔️CarryMan Canopy   Loaded With Extras Not to Be Missed !!  Available at Alan Motors, Zebbug road Attard.  Contact 77333322 or 20994723  https://www.facebook.com/alanmotors.com.mt/  http://alanmotors.com.mt/ See less",Automatic,Diesel
20950.0,Balzan,Used - Fair,🇩🇪 Mercedes Benz SL 300 🔵 ☎️ 99407482 Mercedes Benz 300SL Year 1992 Engine 3000cc Straight six Power 228bhp Automatic gearbox Factory two tone colour - ice blue metallic with andorblue 🔵 Beige interior Dark blue soft top Hard top included Roof electrics work 100% 2 keys Classic licence €8 Need to view the car to appreciate the condition Perfect investment for this top range of Mercedes. Contact 9940 7482 See less,Automatic,Electric
1000.0,Gżira,Used - Fair,Kia Rio ta Malta one owner Startja u suq ,Manual,Unknown
1400.0,Pietà,Used - Good,Renault Megane 1.4 Petrol The car is in very good conditions. 2002 AC Electric windows  4 new tyres New battery New tires Alloy wheels Timing belt done 20.000 Kms ago Ta malta Tax paid until June 2023 See less,Manual,Electric
7800.0,San Ġiljan,Used - Fair,"Smart fortwo Ice Shine 2013 Ltd Edition, extras include Cabrio, power steering, air condition, paddle shifts etc. Car is in excellent condition throughout. Local car, 1 owner. Phone 79499229 George Debattista See less",Manual,Unknown
2200.0,Swieqi,Used - Good,Hyundai Matrix Diesel Hyundai Matrix Diesel - Ta’ Malta 1.5 Diesel Cheap €150 license (paid to Dec 2023) VRT certified Full extras Power steering  Air conditioning All round electric windows Central locking Parking sensors Hands free Bluetooth  Comfort folding seats Tow bar Regularly serviced Always garaged  Selling to make space in garage 79061772 See less,Manual,Electric
18500.0,San Ġwann,Used - Fair,Car,Manual,Unknown
2300.0,Sliema,Used - Fair,Peugeot Partner Power steering A/C Good condition ,Manual,Unknown
1200.0,Marsa,Used - Good,Limitless,Manual,Unknown
8600.0,Swieqi,Used - Fair,"2009 BMW 320d convertible Amazing low mileage convertible just 47k, clear history, in perfect technical condition, never smoked in the car. New VRT done just 2 months ago and valid for next 2 years. Only thing back and front bumper suggested to be sprayed - car was parked while someone hit and run (i have photos) See less",Manual,Unknown
4200.0,Żurrieq,Used - like new,Bmw X3 Bmw x3 20 diesel engine   Manual Full leather  Sunroof 2006 120k miles 1 year licence paid   Px only with vitz 13 automatic   📞 on 99641106 See less,Automatic,Diesel
3500.0,Tarxien,Used - Fair,Small cars 4 sale Mazda demio 2012 automatic 6500 euro  Kia Ceed 2009 automatic 4200 euro  Suzuki swift 2008 keyless Manual 3500 euro  Ford Fiesta Style+ 2010 Manual 4000 euro See less,Automatic,Unknown
3750.0,Ta' Xbiex,Used - Good,"Seat Leon Local - 118k miles Model 2008 Manual- 1.4 petrol - Electric folding mirrors Electric windows Rear parking sensor License paid till February 2024 (only 140€) Good condition, always serviced on time See less",Manual,Electric
2200.0,Żebbuġ,Used - like new,"2000 Daewoo lanos DAEWOO LANOS BIL 1OWNER WITH 1 OWNER WITH FULL EXTRAS U MESSAGI MINN HU VERA INTERSAT  FUQ DAEWOO   BISS.. (((TA MALTA ENGINE 15 PETROL)))  WITH 5 DOOR GHALL BEJGH WITH OLD REGISTATION   WITH ((WITH  AIR CONDITION WITH POWER STERING , ))))  ((WITH FULL EXTRAS ))))  ((( for now pls call and message only on 79335178 name godwin to make appointment to see the car etc ))))) Car is in VERY GOOD CONDITION  EVERTHING WORKS PERFECT START AND DRIVE  (((PRICE IS NEGOTIABLE 2,200 EURO))) YEAR 2000 LICENSE ONLY 196 FIXED FOREVER WITH OLD REGISTRATION LICENSE  EDA BISS 196 EURO U TIBQA HEKK GHALL DEJJEM WITH MANUAL GEARBOX MILEAGE 71,031km = GENIUNE MILEAGE Car is in  MINT CONDITION call 79335178&77585213 MORE CARS FIND US FACEBOOK PAGE OWEN AUTO DEALER REGISTRADE IN MALTA IN 26-6-2001 TO VIEW THE CAR PLS SEND FACEBOOK MSG OR PHONE 79335178 NAME GODWIN AND MEET See less",Manual,Petrol
1500.0,San Pawl il-Baħar,Used - Fair,"Nissan Micra (1500e Deposit) Nissan Micra, Ta malta 2017 Engine petrol, manual Full extras with AC  Deposit 1500euro and monthly payments accepted  Bugibba, 7759-8480 See less",Manual,Petrol
1200.0,Żebbuġ,Used - Good,1995 Hyundai accent 1.5 gt Good condition  Vrt febrary 2023 ,Manual,Unknown
2700.0,Birkirkara,Used - Fair,1997 Toyota windy Good condition A/C  New tyres Magna 1nt C12 Automatic Reversing camera (screen not included) ,Automatic,Unknown
1800.0,Valletta,Used - Good,Cars For Sale❗️starting From €1800 Pm for more info❗️ ,Manual,Unknown
5000.0,Safi,Used - Fair,Bmw 120d Description in photo ,Manual,Unknown
1080.0,Marsa,Used - Fair,Cars 4S Range 2015 55k Mercedes 2018 50k Swift 2007 keyless 3.5k Polo 1989 1.2k Bmw f10 2013 14k Bmw f30 2013 15k Suzuki 4x[hidden information]k See less,Manual,Unknown
4200.0,Qormi,Used - Good,"Mini cooper - Deposit + Monthly 💥💥 Mini Cooper , Year 2004 , 16 petrol , Manual gearbox , Power steering , Central lock , Electric windows , Aircondition , Alloy wheels , 60k miles , License paid , Start & Go🌟  Part exchange considered 💥 99725277 ☎️ See less",Manual,Electric
1900.0,Pietà,Used - Good,"Renault Megane 2009 Topdown Series MT FOR SALE!!!  Renault Megane 2009 Topdown Series MT  Seller is the Owner NO Agent Please  - New Tires - Newly Change Oil - Diesel Manual Transmission - Push Button Start - Powered Window - AC and Heater in Good Condition - Pioneer Bluetooth Stereo Player - Topdown In Good Condition - Just Gas and Drive - Well Maintained and in Good Running  RFS : GoingHOME  Interested Buyer DM me!!!  4,300euros ONLY ❤️❤️❤️ (Negotiable) See less",Manual,Diesel
3999.0,Żejtun,Used - Fair,Toyota Ractis 2005 (1.3 petrol) Toyota Ractis Japan Import 1.3 Petrol Milage 150k Automatic Full Extras New license Paid till FEB 2024 Oil just changed New VRT till FEB 2024 See less,Automatic,Petrol
4400.0,Gżira,Used - like new,Renault Megane Convertable Service done ✔️  Time belting ✔️  General maintanence ✔️  İts really good condition  There is not any problem.  VRT finish on july  No need to do anything just drive safetly See less,Manual,Unknown
6000.0,Fgura,Used - Fair,"Ford Fiesta 2005 - Ta Malta Ford Fiesta 2005 Ta Malta 14 Petrol Manual Power steering, Ac Price Negotiable 79052815/79076203/79298694 See less",Manual,Petrol
2000.0,Birkirkara,Used - Good,Hyundai Tucson (Auto) Hyundai Tucson  Full extras  Diesel engine  Automatic transmission  Leather interior  Sun roof..  Ready fully serviced/new tyres new battery!!  99440022 See less,Automatic,Diesel
6480.0,Birkirkara,Used - Fair,"2008 Mazda 2 - 1300CC Petrol  - Manual  - 2008 model  - Full Extras: Air Condition, Power Steering, Electric Windows, Remote Central Lock  - Factory Alloy Wheels  - Mileage: 74,000 miles  - License valid till October  - VRT every 2 years  - Only one previous owner  - In excellent condition!!  Call 99972794 Price: €5300 or nearest offer See less",Manual,Electric
6600.0,Iklin,Used - Good,pagero shogun For sale good condition 79850602 Low mileage ,Manual,Unknown
9500.0,Qormi,Used - Fair,"2006 BMW 5 series e60 Regretfully selling my BMW, the car I always kept it in mint condition, always serviced in time and original BMW parts. Selling due to the fact that I don't have more time for this car. The engine is M47 2.0 liter  single turbo (replaced).This is engine is the one without the timing chain issue. Swirl flaps which is a common problem for this car are removed -> License 556 euro. Please no time wasters. Thank you See less",Manual,Unknown
5000.0,Żebbuġ,Used - like new,"2001 Toyota corolla TOYOTA COROLLA WITH MILEAGE 119,731 KM BI LICENSJA IMHALSA  SA JANNAR 2024 ((LICENSIE PAID TILL JUNUARY 2024))           WITH  1   OWNER   WITH FULL EXTRAS  WITH AUTOMATIC GEARBOX   AND PREVIOUSLY OWNER  VERY  CAREFULLY  WITH JAPAN IMPORT BUT   WITH OLD REGISTRATION LICENSIE ..  ENGINE 13 PETROL  BIL LICENSIJA LANTIKA  ((WITH  AIR CONDITION  WORKS PERFECT  ))))   ((( for now pls call and message only on 79335178 name godwin to make appointment to see the car etc ))))) Car is in VERY  MINT CONDITION  EVERTHING WORKS PERFECT  (((PRICE  4,200 EURO))) YEAR 2001 LICENSE ONLY 117 FIXED FOREVER   LICENSJA  MILEAGE 119,731 KM REGISTRADE IN MALTA IN 23-2-2006  FULL EXTRAS WITH AIR CONDITION ,WITH POWER STEERING  , ELETRIC WINDOWS , AND CENTRAL LOCK ONLY  call 79335178&77585213 MORE CARS FIND US FACEBOOK PAGE OWEN AUTO DEALER TO VIEW THE CAR PLS SEND FACEBOOK MSG OR PHONE 79335178 NAME GODWIN AND MEET  See less",Automatic,Petrol
4200.0,Birkirkara,Used - Fair,Van Citroen seven seater Model 2003 19 diesel full extras ,Manual,Diesel
2000.0,Żurrieq,Used - Good,Toyota Starlet Toyota Satrlet 1.5NT  Start and go 🔝  A/C Works good   Automatic   Price Negotabile  ,Automatic,Unknown
2400.0,Qrendi,Used - Good,Toyota Vits Toyota Vits 10cc Petrol Auto matic Licence 117 euro Full extras Very good Condition Cal 77799900 ,Manual,Petrol
3600.0,Balzan,Used - Fair,2016 Volkswagen Polo 1.2Tsi Automatic japan imports chevron auto dealer Volkswagen Polo 1.2Tsi Automatic  All cars in stock available for viewing for more info call on 99429811 or visit our showroom in Pieta   See less,Automatic,Unknown
4500.0,Gżira,Used - Fair,"Toyota Liteace 1991 , 20 Diesel Engine €700 just spent on engine and fuel pump .   Body needs attention   VRT April 2023   ",Manual,Diesel
1500.0,Valletta,Used - Good,Toyota Tercel Diesel Auto Toyota fija ac u power steering intik bieba ta wara maha shoks godda u tie rods godda 79445470 ,Manual,Diesel
1700.0,Qormi,Used - Good,Smart Smart  petrol good condition call 79333173 ,Manual,Petrol
4000.0,Qormi,Used - Fair,2010 Honda fit 13 automatic 132km service done licenced paid till next April Honda fit  2010 ,Automatic,Unknown
5400.0,Naxxar,Used - Fair,"2013 Nissan march Nissan March 2013 - Top of the range model puredrive 128,000 km Keyless Entry Keyless Ignition Start/Stop Remote lock/unlock + spare key Sport Mode Automatic Climate Control Open Doors Sensors Side Mirror auto open/Close  4 windows main driver control  Childlock  Back and front seat speakers Some Scratches on body as seen in pictures Bluetooth device to connect phone included See less",Automatic,Unknown
5800.0,Naxxar,Used - Fair,"Mazda 3 prices to sell 1.6 petrol 5 door Mazda 3 saloon prices to sell.PRICE negotiable, runs smoothly and service done august this year. Some paint issue (fading) and rust on the door frames (pilastri) See less",Manual,Petrol
1800.0,Swieqi,Used - Fair,"2006 Honda accord type s Honda accord type S full leather, full extras. Ta Malta  ",Manual,Unknown
7500.0,Swieqi,Used - Fair,"2015 AUDI A1 SPORT TDI AUDI A1 SPORT TDI 1598 CC HATCHBACK DIESEL 82,637 KM MANUAL 2015 CORTINA WHITE ONE OWNER ONLY SERVICED BY AUDI  SEND PM OR CALL ON 79791990 See less",Manual,Diesel
15000.0,Fgura,Used - Good,Opel Corsa D Opel corsa D 1.4 Petrol/LPG YOM 2008 ta malta 4 brand new tyres Sunroof  Converted to LPG Android 10” radio Oil change every 3000km  New timing chain  New A/C compressor  New A/C condenser New radiator due to small crack on the side New shocks all round  New balljoint New wishbones  P/X considered or with GOLD/Boat/125cc Bike 50% deposit and monthly payments.   For any info don’t hesitate￼ to ask or call on 99667248 See less,Manual,Unknown
6500.0,Naxxar,Used - Fair,Citroen C2 HDi 1.4 HDi Citroen C2. Good working order. Includes AC (works) but fan not working.   Reliable and easy to drive.  See less,Manual,Unknown
1300.0,San Ġiljan,Used - Fair,Classic MGBs White [hidden information]e Red [hidden information]e Green [hidden information]e All classic approved in very good running order. Green needs some attention. NO TIME WASTERS Serious calls only please 7949 9229 GeorgeDebattista See less,Manual,Unknown
1000.0,Marsa,Used - like new,"Suzuki Swift 2016 Perfect condition  2016 full extras Automatic  1 owner   Japan import  License  180  Price negotiable for cash  Part exchange : cars, y plate , jetski , rolex etc See less",Automatic,Unknown
8300.0,Birżebbuġa,Used - Good,"Skoda Felicia Skoda Felicia glx 1.3 petrol,manual, engine works perfectly, great conditions inside-out, 69000KM Only, license 117€. Selling because I need a bigger car. Info pm See less",Manual,Petrol
1200.0,Luqa,Used - Fair,Fiat 500 Fiat 500 in excellent condition ,Manual,Unknown
9300.0,Swieqi,Used - Good,"Peugeot 308 Peugeot 308 2008 model  56,638km 1.6L petrol Manual AC Serviced every 6 months Always garaged  €4,900  79707005 See less",Manual,Petrol
4900.0,Marsa,Used - Fair,"2011 Alfa Romeo giuletta qv 1750 tbi 235 bhp Half leather seats with red trimmings.  76,000 miles ",Manual,Unknown
9000.0,Qormi,Used - Fair,"Renault Megane Coupe 15 DCI Renault Megane Coupe  Price €5,000 YOM 2009 Manual 15 DCI Diesel Full Leather Interior Keyless Air condition See less",Manual,Diesel
4500.0,San Ġwann,Used - Good,Renault convertable Renault convertable good condition price negotiable must see. Pls call owner 79431441 ,Manual,Unknown
3500.0,Sliema,Used - like new,CITROEN C1 AUTOMATIC 2014 Citroen C1  Automatic gearbox  1.0 Petrol 39600mil  63800km electric windows  very cheap lisence AUG23 VERY VERY GOOD CONDITION AND SO CLEAN CAR  Incredible fuel economy  Engine condition is perfect   Im selling because im going back to my country See less,Automatic,Electric
5800.0,Swieqi,Used - like new,Peugeot 3008 2016 model As per photo description. Car is Full exras and used to go to and from to work only. ,Manual,Unknown
15600.0,Qormi,Used - Good,Tercel Always kept in a good condition. Automatic. Sound included ( sub 1000w ) No time wasters please Licenzja sa awissu. See less,Automatic,Unknown
